municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
1927,Tranøy,Tranøy,1801,1800,2020
1927,Tranøy,Tranøy,til 1908,1800,2020
1928,Torsken,Torsken,norrønt,1800,2020
1928,Torsken,Torsken,1769,1800,2020
1929,Berg,Berg,1769,1800,2020
1930,Hillesøy,Hillesøy,norrønt,1800,2020
1930,Hillesøy,Hillesøy,1801,1800,2020
1930,Hillesøy,Hillesøy,til 1908,1800,2020
1931,Lenvik,Lenvik,norrønt,1800,2020
1931,Lenvik,Lenvik,til 1855,1800,2020
1931,Lenvik,Lenvik,til 1908,1800,2020
1932,Malangen,Malangen,norrønt,1800,2020
1933,Balsfjord,Balsfjord,norrønt,1800,2020
1933,Balsfjord,Balsfjord,til 1908,1800,2020
1934,Tromsøysund,Tromsøysund,norrønt,1800,2020
1934,Tromsøysund,Tromsøysund,1855,1800,2020
1934,Tromsøysund,Tromsøysund,til 1908,1800,2020
1935,Helgøy,Helgøy,norrønt,1800,2020
1935,Helgøy,Helgøy,1801,1800,2020
1935,Helgøy,Helgøy,til 1908,1800,2020
1936,Karlsøy,Karlsøy,til 1865,1800,2020
1936,Karlsøy,Karlsøy,til 1908,1800,2020
1937,Ullsfjord,Ullsfjord,1800-tallet,1800,2020
1937,Ullsfjord,Ullsfjord,til 1908,1800,2020
1937,Ullsfjord,Ullsfjord,til 1.4.1938,1800,2020
1938,Lyngen,Lyngen,norrønt,1800,2020
1939,Storfjord,Storfjord,norrønt,1800,2020
1940,Kåfjord,Kåfjord,norrønt,1800,2020
1941,Skjervøy,Skjervøy,norrønt,1800,2020
1941,Skjervøy,Skjervøy,1769,1800,2020
1941,Skjervøy,Skjervøy,1801,1800,2020
1941,Skjervøy,Skjervøy,1855,1800,2020
1941,Skjervøy,Skjervøy,til 1908,1800,2020
1942,Nordreisa,Nordreisa,norrønt,1800,2020
1942,Nordreisa,Nordreisa,til 1908,1800,2020
1943,Kvænangen,Kvænangen,norrønt,1800,2020
2001,Hammerfest By og Landsogn*,Hammerfest By og Landsogn*,,1800,2020
2001,Hammerfest,Hammerfest,,1800,2020
2002,Vardøe By og Landsogn*,Vardøe By og Landsogn*,,1800,2020
2002,Vardø,Vardø,norrønt,1800,2020
2002,Vardø,Vardø,til 1801,1800,2020
2002,Vardø,Vardø,1835,1800,2020
2003,Vadsøe By og Landsogn*,Vadsøe By og Landsogn*,1835,1800,2020
2003,Vadsø,Vadsø,til 1801,1800,2020
2003,Vadsø,Vadsø,1835,1800,2020
2004,Hammerfest,Hammerfest,1835,1800,2020
2011,Kautokeino,Kautokeino,1801,1800,2020
2011,"(Guovdageaidnu, Koutokeino)","(Guovdageaidnu, Koutokeino)",1801,1800,2020
2012,Alten-Talvik*,Alten-Talvik*,1855,1800,2020
2012,Alta,Alta,norrønt,1800,2020
2012,Alta,Alta,til 1917,1800,2020
2013,Talvik,Talvik,norrønt,1800,2020
2013,Talvik,Talvik,1801,1800,2020
2014,Loppa,Loppa,til 1853,1800,2020
2014,Loppa,Loppa,til 1917,1800,2020
2015,Hasvik,Hasvik,1589,1800,2020
2015,Hasvik,Hasvik,til 1855,1800,2020
2016,Sørøysund,Sørøysund,til 23.12.1919,1800,2020
2017,Kvalsund,Kvalsund,til 23.12.1919,1800,2020
2018,Måsøy,Måsøy,norrønt,1800,2020
2018,Måsøy,Måsøy,til 1801,1800,2020
2018,Måsøy,Måsøy,til 1917,1800,2020
2018,Måsøy,Måsøy,1918,1800,2020
2019,Kjelvik,Kjelvik,norrønt,1800,2020
2019,Nordkapp,Nordkapp,1690,1800,2020
2019,Nordkapp,Nordkapp,til 1855,1800,2020
2019,Nordkapp,Nordkapp,til 1.1.1950,1800,2020
2020,Kistrand og Karasjok*,Kistrand og Karasjok*,til 1.1.1950,1800,2020
2020,Kistrand,Kistrand,norrønt,1800,2020
2020,Porsanger,Porsanger,til 1.1.1964,1800,2020
2020,"(Porsáŋgu, Porsanki)","(Porsáŋgu, Porsanki)",til 1.1.1964,1800,2020
2021,Karasjok,Karasjok,til 1829,1800,2020
2021,"(Kárášjohka, Kaarasjoki)","(Kárášjohka, Kaarasjoki)",til 1829,1800,2020
2022,Lebesby,Lebesby,norrønt,1800,2020
2022,Lebesby,Lebesby,1589,1800,2020
2022,Lebesby,Lebesby,1769,1800,2020
2022,Lebesby,Lebesby,til 1819,1800,2020
2023,Gamvik,Gamvik,1589,1800,2020
2024,Berlevåg,Berlevåg,til 1918,1800,2020
2025,Tana,Tana,til 1917,1800,2020
2025,"(Deatnu, Taana, Teno)","(Deatnu, Taana, Teno)",til 1917,1800,2020
2026,Polmak,Polmak,til 1917,1800,2020
2027,Nesseby,Nesseby,1801,1800,2020
2027,"(Unjárga, Uuniemi)","(Unjárga, Uuniemi)",til 1917,1800,2020
2028,Båtsfjord,Båtsfjord,1589,1800,2020
2028,Båtsfjord,Båtsfjord,,1800,2020
2028,Båtsfjord,Båtsfjord,før 1917,1800,2020
2028,Båtsfjord,Båtsfjord,til 1.1.1955,1800,2020
2029,Nord-Varanger,Nord-Varanger,norrønt,1800,2020
2029,Nord-Varanger,Nord-Varanger,til 1865,1800,2020
2029,Nord-Varanger,Nord-Varanger,til 1.1.1894,1800,2020
2029,Nord-Varanger,Nord-Varanger,til 1917,1800,2020
2030,Sør-Varanger,Sør-Varanger,norrønt,1800,2020
2030,Sør-Varanger,Sør-Varanger,til 1917,1800,2020
2018,Sør-Varanger,Sør-Varanger,til 1917,1800,2020
