municipality_number,navn,historiske_navn,historisk_detaljer,year_created,year_stopped
1847,Ledingen,Leiðangrar,norrønt,1800,2020
1847,Leiranger,Leifnes/Lenæs,mellomnorsk,1800,2020
1847,Leiranger,Le(i)dingen,til 3.7.1909,1800,2020
1848,Steigen,"Ǫngull, Steigar",norrønt,1800,2020
1848,Steigen,Engel,1723,1800,2020
1848,Steigen,Stegen,til 1875,1800,2020
1849,Hamarøy,Hamareyjar,norrønt,1800,2020
1849,Hamarøy,Ham(m)erøe(n),til 1840,1800,2020
1849,Hamarøy,Hammerø,til 1908,1800,2020
1850,Tysfjord,Þýtirfjǫrðr,norrønt,1800,2020
1850,Tysfjord,Tysfjorden,til 1908,1800,2020
1851,Lødingen,Loðingjar,norrønt,1800,2020
1851,Lødingen,Lodang,mellomnorsk,1800,2020
1851,Lødingen,Løding,1769,1800,2020
1851,Lødingen,Ledingen,til 1840,1800,2020
1852,Tjeldsund,Tjaldasund,norrønt,1800,2020
1853,Ofoten*,Ófótar,norrønt,1800,2020
1853,Evenes,Øyvindarnes,norrønt,1800,2020
1853,Evenes,Evindnæs,til 1875,1800,2020
1854,Ballangen,Bagangr,norrønt,1800,2020
1855,Ankenes,Ankiness,norrønt,1800,2020
1855,Ankenes,Ankenæs,til 1865,1800,2020
1856,Røst,Rǫst,norrønt,1800,2020
1857,Værøy,Veðrey,norrønt,1800,2020
1857,Værøy,Wæ(h)røe(n),til 1801,1800,2020
1857,Værøy,Værøe,til 1840,1800,2020
1857,Værøy,Værø,til 1908,1800,2020
1858,Moskenes,Muskunesey,norrønt,1800,2020
1858,Moskenes,Moskenes,mellomnorsk,1800,2020
1859,Flakstad,Flǫgstaða í Vargfót,norrønt,1800,2020
1859,Flakstad,Flagstad,til 1801,1800,2020
1859,Lofoten‡,Lófót,norrønt,1800,2020
1859,Lofoten‡,Lofothen,1740,1800,2020
1860,Buksnes,Boknes í Lófót,norrønt,1800,2020
1860,Buksnes,Buxnæs,til 1801,1800,2020
1860,Buksnes,Bugsnæs,til 1840,1800,2020
1860,Buksnes,Buksnæs,til 1884,1800,2020
1860,Vestvågøy,Lófót,norrønt,1800,2020
1861,Hol,Hóll i Lófót,norrønt,1800,2020
1861,Hol,Hoel,1801,1800,2020
1862,Borge,Borga,norrønt,1800,2020
1863,Valberg,Valaberg,norrønt,1800,2020
1864,Gimsøy,Gimista,norrønt,1800,2020
1864,Gimsøy,Gimsøe,1801,1800,2020
1864,Gimsøy,Gimsø,til 1908,1800,2020
1865,Vågan,"Foxstrǫnd, Vága",norrønt,1800,2020
1865,Vågan,Waagen,1801,1800,2020
1865,Vågan,Vaagen,til 1884,1800,2020
1865,Vågan,Vaagan,til 1917,1800,2020
1865,Vesteraalen‡,Ylfir,norrønt,1800,2020
1866,Hadsel,"Hǫfðasegl, Ylfir",norrønt,1800,2020
1866,Hadsel,Hassel,til 1840,1800,2020
1867,Bø,Hassel,til 1840,1800,2020
1868,Øksnes,Yxness á Skogsey,norrønt,1800,2020
1868,Øksnes,Øxnæs(s),til 1865,1800,2020
1868,Øksnes,Øksnæs,til 1884,1800,2020
1869,Langenes,Langanes,norrønt,1800,2020
1869,Langenes,Langenæs,1801,1800,2020
1870,Sortland,Svǫrtalǫnd,norrønt,1800,2020
1871,Bjørnskinn,Bjarnskinn,norrønt,1800,2020
1871,Bjørnskinn,Biørnskind,1801,1800,2020
1871,Bjørnskinn,Bjørnskind,til 1908,1800,2020
1871,Andøy,Andey,norrønt,1800,2020
1872,Dverberg,Dvergaberg,norrønt,1800,2020
1872,Dverberg,Dvergberg,1855,1800,2020
1873,Andenes,Andarnes,norrønt,1800,2020
1873,Andenes,Andenæs,1801,1800,2020
1874,Moskenes,Andenæs,1801,1800,2020
1875,Hamarøy,Andenæs,1801,1800,2020
1901,Harstad,Harðstaðahǫfn,norrønt,1800,2020
1901,Harstad,Harstadsjøen,til 1904,1800,2020
1902,Tromsø,Trumsar,norrønt,1800,2020
1902,Tromsø,Tromsøe,1801,1800,2020
1903,Harstad,Tromsøe,1801,1800,2020
1911,Kvæfjord,Kviðjufjǫrðr,norrønt,1800,2020
1911,Kvæfjord,Qvæ(d)fjord,til 1801,1800,2020
1911,Kvæfjord,Kvedfjord,til 1865,1800,2020
1911,Kvæfjord,Kvædfjord,til 1884,1800,2020
1912,Sandtorg,Sandtorgar,norrønt,1800,2020
1913,Skånland,Skánøyjarland,norrønt,1800,2020
1914,Trondenes,Þrándarnes,norrønt,1800,2020
1914,Trondenes,Throndenæs,til 1865,1800,2020
1914,Trondenes,Trondenæs,1884,1800,2020
1915,Sand,Bjarkey,norrønt,1800,2020
1915,Bjarkøy,Sand,til 6.12.1886,1800,2020
1915,Bjarkøy,Bjarkø,til 1908,1800,2020
1916,Andørja,Andyrja,norrønt,1800,2020
1917,Ibestad,Ívarsstaðir,norrønt,1800,2020
1917,Ibestad,Ibestad,til 1875,1800,2020
1917,Ibestad,Ibbestad,til 1917,1800,2020
1918,Astafjord,Astafirdðir,norrønt,1800,2020
1918,Astafjord,Astafiord,1801,1800,2020
1919,Gratangen,Grjótangr,norrønt,1800,2020
1920,Lavangen,Laufangrsness,norrønt,1800,2020
1921,Salangen,Selangr,norrønt,1800,2020
1922,Bardu,Berdo,norrønt,1800,2020
1922,Bardu,Bardodalen,til 1889,1800,2020
1922,Bardu,Bardo,til 1908,1800,2020
1923,Øverbygd,Øverbygden,til 1908,1800,2020
1923,Salangen,Øverbygden,til 1908,1800,2020
1924,Målselv,Maalselven,til 1917,1800,2020
1924,Målselv,Maalselv,1918,1800,2020
1925,Sørreisa,Suðrreisa,norrønt,1800,2020
1925,Sørreisa,Sørreisen,til 1908,1800,2020
1926,Dyrøy,Dyreyjar,norrønt,1800,2020
1926,Dyrøy,Dyrø,til 1908,1800,2020
1927,Tranøy,Traneyjar,norrønt,1800,2020
1927,Tranøy,Tranøe,1801,1800,2020
1927,Tranøy,Tranø,til 1908,1800,2020
1928,Torsken,Þorskanna,norrønt,1800,2020
1928,Torsken,Torschen,1769,1800,2020
1929,Berg,Berg,norrønt,1800,2020
1929,Berg,Medfjord,1769,1800,2020
1930,Hillesøy,Helliseyjar,norrønt,1800,2020
1930,Hillesøy,Hillesøe,1801,1800,2020
1930,Hillesøy,Hillesø,til 1908,1800,2020
1931,Lenvik,Lengjuvík,norrønt,1800,2020
1931,Lenvik,Lenvig,til 1855,1800,2020
1931,Lenvik,Lenvik,til 1891,1800,2020
1931,Lenvik,Lenviken,til 1908,1800,2020
1932,Malangen,Malangr,norrønt,1800,2020
1933,Balsfjord,Baltastaða,norrønt,1800,2020
1933,Balsfjord,Balsfjorden,til 1908,1800,2020
1934,Tromsøysund,Strums,norrønt,1800,2020
1934,Tromsøysund,Tromsøe Landdistrikt,1855,1800,2020
1934,Tromsøysund,Tromsøsundet,til 1908,1800,2020
1935,Helgøy,Helgey,norrønt,1800,2020
1935,Helgøy,Helgøe,1801,1800,2020
1935,Helgøy,Helgø,til 1908,1800,2020
1936,Karlsøy,Carlsø(en),til 1865,1800,2020
1936,Karlsøy,Karlsø,til 1908,1800,2020
1937,Ullsfjord,Ulsfjorden,1800-tallet,1800,2020
1937,Ullsfjord,Sørfjorden,til 1908,1800,2020
1937,Ullsfjord,Sørfjord,til 1.4.1938,1800,2020
1938,Lyngen,Lygnir,norrønt,1800,2020
1939,Storfjord,Lygnir,norrønt,1800,2020
1940,Kåfjord,Kofafjǫrðr,norrønt,1800,2020
1941,Skjervøy,Skerfey,norrønt,1800,2020
1941,Skjervøy,Skiervøe,1769,1800,2020
1941,Skjervøy,Schirvøe,1801,1800,2020
1941,Skjervøy,Skjærvø,1855,1800,2020
1941,Skjervøy,Skjervø,til 1908,1800,2020
1942,Nordreisa,Norðreisa,norrønt,1800,2020
1942,Nordreisa,Nordreisen,til 1908,1800,2020
1943,Kvænangen,Kvœn(ir)angr,norrønt,1800,2020
2002,Vardø,Vargeyjar,norrønt,1800,2020
2002,Vardø,Wardøe,til 1801,1800,2020
2002,Vardø,Vardøe,1835,1800,2020
2003,Vadsøe By og Landsogn*,Vardøe,1835,1800,2020
2003,Vadsø,Wadsøe,til 1801,1800,2020
2003,Vadsø,Vadsøe,1835,1800,2020
2004,Hammerfest,Vadsøe,1835,1800,2020
2011,Kautokeino,Koutokein,1801,1800,2020
2011,"(Guovdageaidnu, Koutokeino)",Koutokein,1801,1800,2020
2012,Alten-Talvik*,Alten-Talvig,1855,1800,2020
2012,Alta,Alpti,norrønt,1800,2020
2012,Alta,Alten,til 1917,1800,2020
2013,Talvik,Þellivík,norrønt,1800,2020
2013,Talvik,Talvig,1801,1800,2020
2014,Loppa,Loppa,norrønt,1800,2020
2014,Loppa,Loppen,til 1853,1800,2020
2014,Loppa,Loppen og Øksfjord,til 1917,1800,2020
2015,Hasvik,Hadsvog,1589,1800,2020
2015,Hasvik,Hasvig,til 1855,1800,2020
2016,Sørøysund,Hammerfest Landsogn,til 23.12.1919,1800,2020
2017,Kvalsund,Hammerfest Landsogn,til 23.12.1919,1800,2020
2018,Måsøy,Másey,norrønt,1800,2020
2018,Måsøy,Maasøe,til 1801,1800,2020
2018,Måsøy,Maasø,til 1917,1800,2020
2018,Måsøy,Maasøy,1918,1800,2020
2019,Kjelvik,Ketilvík,norrønt,1800,2020
2019,Nordkapp,Kielwig,1690,1800,2020
2019,Nordkapp,Kjelvig,til 1855,1800,2020
2019,Nordkapp,Kjelvik,til 1.1.1950,1800,2020
2020,Kistrand og Karasjok*,Kjelvik,til 1.1.1950,1800,2020
2020,Kistrand,Porsangr,norrønt,1800,2020
2020,Porsanger,Kistrand,til 1.1.1964,1800,2020
2020,"(Porsáŋgu, Porsanki)",Kistrand,til 1.1.1964,1800,2020
2021,Karasjok,Avjo-/Afjuvarre,til 1829,1800,2020
2021,"(Kárášjohka, Kaarasjoki)",Avjo-/Afjuvarre,til 1829,1800,2020
2022,Lebesby,Liðvarðsbýr,norrønt,1800,2020
2022,Lebesby,Skytningsberg,1589,1800,2020
2022,Lebesby,Kiølefjord,1769,1800,2020
2022,Lebesby,Kjøllefjord,til 1819,1800,2020
2023,Gamvik,Omgang,1589,1800,2020
2024,Berlevåg,Berlevaag,til 1918,1800,2020
2025,Tana,Tanen,til 1917,1800,2020
2025,"(Deatnu, Taana, Teno)",Tanen,til 1917,1800,2020
2026,Polmak,Tanen,til 1917,1800,2020
2027,Nesseby,Nessebye,1801,1800,2020
2027,"(Unjárga, Uuniemi)",Næsseby,til 1917,1800,2020
2028,Båtsfjord,Madkorf,1589,1800,2020
2028,Båtsfjord,Baadsfjord,før 1917,1800,2020
2028,Båtsfjord,Vardø herred,til 1.1.1955,1800,2020
2029,Nord-Varanger,Norðverjangr,norrønt,1800,2020
2029,Nord-Varanger,Vadsø(e) Landdistrikt,til 1865,1800,2020
2029,Nord-Varanger,Vadsø(e),til 1.1.1894,1800,2020
2029,Nord-Varanger,Nordvaranger,til 1917,1800,2020
2030,Sør-Varanger,Suðrverjangr,norrønt,1800,2020
2030,Sør-Varanger,Sydvaranger,til 1917,1800,2020
2018,Sør-Varanger,Sydvaranger,til 1917,1800,2020
101,Fredrikshald,Fredrikshald,1600-tallet,1800,2020
101,Halden,Halden,til 1801,1800,2020
101,Halden,Halden,til 1865,1800,2020
101,Halden,Halden,til 1.1.1928,1800,2020
102,Sarpsborg,Sarpsborg,ca 1130,1800,2020
102,Sarpsborg,Sarpsborg,til 1200-tallet,1800,2020
102,Sarpsborg,Sarpsborg,1567–1839,1800,2020
102,Sarpsborg,Sarpsborg,1600-tallet,1800,2020
103,Fredrikstad,Fredrikstad,1568,1800,2020
103,Fredrikstad,Fredrikstad,1591,1800,2020
103,Fredrikstad,Fredrikstad,1769,1800,2020
103,Fredrikstad,Fredrikstad,1801,1800,2020
103,Fredrikstad,Fredrikstad,til 1865,1800,2020
103,Fredrikstad,Fredrikstad,1875,1800,2020
104,Moss,Moss,norrønt,1800,2020
104,Moss,Moss,1602,1800,2020
104,Moss,Moss,1801,1800,2020
105,Sarpsborg,Sarpsborg,1801,1800,2020
106,Fredrikstad,Fredrikstad,1801,1800,2020
111,Hvaler,Hvaler,norrønt,1800,2020
111,Hvaler,Hvaler,1801,1800,2020
111,Hvaler,Hvaler,til 1889,1800,2020
111,Hvaler,Hvaler,,1800,2020
112,Torsnes,Torsnes,norrønt,1800,2020
112,Torsnes,Torsnes,1801,1800,2020
113,Borge,Borge,norrønt,1800,2020
114,Varteig,Varteig,norrønt,1800,2020
114,Varteig,Varteig,1769,1800,2020
114,Varteig,Varteig,1801,1800,2020
115,Skjeberg,Skjeberg,norrønt,1800,2020
115,Skjeberg,Skjeberg,1700-tallet,1800,2020
115,Skjeberg,Skjeberg,til 1840,1800,2020
115,Skjeberg,Skjeberg,1865,1800,2020
116,Berg,Berg,norrønt,1800,2020
116,Berg,Berg,til 1769,1800,2020
116,Berg,Berg,1855,1800,2020
117,Idd,Idd,norrønt,1800,2020
117,Idd,Idd,til 1769,1800,2020
117,Idd,Idd,til 1840,1800,2020
117,Idd,Idd,1855,1800,2020
117,Idd,Idd,til 1917,1800,2020
118,Aremark,Aremark,norrønt,1800,2020
118,Aremark,Aremark,til 1600-tallet,1800,2020
118,Aremark,Aremark,1801,1800,2020
119,Øymark,Øymark,norrønt,1800,2020
119,Øymark,Øymark,1769,1800,2020
119,Øymark,Øymark,1801,1800,2020
119,Øymark,Øymark,til 1917,1800,2020
119,Marker,Marker,norrønt,1800,2020
120,Rødenes,Rødenes,norrønt,1800,2020
120,Rødenes,Rødenes,til 1884,1800,2020
120,Rødenes,Rødenes,,1800,2020
121,Rømskog,Rømskog,norrønt,1800,2020
121,Rømskog,Rømskog,til 1801,1800,2020
121,Rømskog,Rømskog,til 1917,1800,2020
122,Trøgstad,Trøgstad,norrønt,1800,2020
122,Trøgstad,Trøgstad,til 1865,1800,2020
122,Trøgstad,Trøgstad,til 1884,1800,2020
123,Spydeberg,Spydeberg,norrønt,1800,2020
123,Spydeberg,Spydeberg,1700-tallet,1800,2020
124,Askim,Askim,norrønt,1800,2020
124,Askim,Askim,1801,1800,2020
125,Eidsberg,Eidsberg,norrønt,1800,2020
125,Eidsberg,Eidsberg,1801,1800,2020
126,Mysen,Mysen,norrønt,1800,2020
127,Skiptvet,Skiptvet,norrønt,1800,2020
127,Skiptvet,Skiptvet,1700-tallet,1800,2020
127,Skiptvet,Skiptvet,til 1840,1800,2020
127,Skiptvet,Skiptvet,1865,1800,2020
127,Skiptvet,Skiptvet,til 1884,1800,2020
128,Rakkestad,Rakkestad,norrønt,1800,2020
128,Rakkestad,Rakkestad,1801,1800,2020
129,Degernes,Degernes,norrønt,1800,2020
129,Degernes,Degernes,1769,1800,2020
129,Degernes,Degernes,1801,1800,2020
130,Tune,Tune,norrønt,1800,2020
130,Tune,Tune,til 1840,1800,2020
130,Tune,Tune,,1800,2020
130,Tune,Tune,1855,1800,2020
131,Rolvsøy,Rolvsøy,norrønt,1800,2020
131,Rolvsøy,Rolvsøy,til 1911,1800,2020
132,Glemmen,Glemmen,norrønt,1800,2020
132,Glemmen,Glemmen,1801,1800,2020
132,Glemmen,Glemmen,til 1875,1800,2020
132,Glemmen,Glemmen,til 1917,1800,2020
133,Kråkerøy,Kråkerøy,norrønt,1800,2020
133,Kråkerøy,Kråkerøy,til 1917,1800,2020
133,Kråkerøy,Kråkerøy,til 1918,1800,2020
134,Onsøy,Onsøy,norrønt,1800,2020
134,Onsøy,Onsøy,1700-tallet,1800,2020
134,Onsøy,Onsøy,til 1801,1800,2020
134,Onsøy,Onsøy,til 1917,1800,2020
135,Råde,Råde,norrønt,1800,2020
135,Råde,Råde,1700-tallet,1800,2020
135,Råde,Råde,til 1918,1800,2020
136,Rygge,Rygge,norrønt,1800,2020
136,Rygge,Rygge,1700-tallet,1800,2020
137,Våler,Våler,norrønt,1800,2020
137,Våler,Våler,til 1801,1800,2020
137,Våler,Våler,til 1918,1800,2020
138,Hobøl,Hobøl,norrønt,1800,2020
138,Hobøl,Hobøl,til 1700-tallet,1800,2020
138,Hobøl,Hobøl,til 1840,1800,2020
138,Hobøl,Hobøl,til 1889,1800,2020
0194,Jeløy,Jeløy,norrønt,1800,2020
0194,Jeløy,Jeløy,1832,1800,2020
0194,Jeløy,Jeløy,1865,1800,2020
0194,Jeløy,Jeløy,1875,1800,2020
0194,Jeløy,Jeløy,til 27.6.1919,1800,2020
201,Soon og Hølen*,Soon og Hølen*,,1800,2020
201,Son◎,Son◎,1600-tallet,1800,2020
201,Son◎,Son◎,til 1891,1800,2020
202,Hvitsten◎,Hvitsten◎,norrønt,1800,2020
202,Hvitsten◎,Hvitsten◎,1801,1800,2020
202,Hvitsten◎,Hvitsten◎,1855,1800,2020
202,Hvitsten◎,Hvitsten◎,til 1900,1800,2020
203,Drøbak◎,Drøbak◎,1801,1800,2020
0204,Hølen◎,Hølen◎,1801,1800,2020
211,Vestby,Vestby,1801,1800,2020
211,Vestby,Vestby,1855,1800,2020
212,Kråkstad,Kråkstad,1700-tallet,1800,2020
212,Kråkstad,Kråkstad,1801,1800,2020
212,Kråkstad,Kråkstad,til 1918,1800,2020
213,Ski,Ski,1700-tallet,1800,2020
213,Ski,Ski,1769,1800,2020
214,Ås,Ås,til 1918,1800,2020
215,Frogn,Frogn,1300-tallet,1800,2020
215,Frogn,Frogn,1700-tallet,1800,2020
215,Frogn,Frogn,1801,1800,2020
215,Frogn,Frogn,til 1855,1800,2020
215,Frogn,Frogn,til 1885,1800,2020
216,Nesodden,Nesodden,til 1884,1800,2020
217,Oppegård,Oppegård,norrønt,1800,2020
217,Oppegård,Oppegård,til 1918,1800,2020
218,Aker,Aker,norrønt,1800,2020
218,Aker,Aker,mellomnorsk,1800,2020
218,Aker,Aker,til 1801,1800,2020
218,Aker,Aker,til 1855,1800,2020
218,Aker,Aker,,1800,2020
219,Bærum,Bærum,norrønt,1800,2020
219,Bærum,Bærum,mellomnorsk,1800,2020
219,Bærum,Bærum,1700-tallet,1800,2020
220,Asker,Asker,norrønt,1800,2020
220,Asker,Asker,1801,1800,2020
221,Høland*,Høland*,norrønt,1800,2020
221,Høland*,Høland*,1801,1800,2020
221,Høland*,Høland*,1835,1800,2020
221,Søndre Høland,Søndre Høland,norrønt,1800,2020
221,Søndre Høland,Søndre Høland,til 1931,1800,2020
221,Aurskog-Høland,Aurskog-Høland,til 1931,1800,2020
222,Nordre Høland,Nordre Høland,norrønt,1800,2020
223,Setskog,Setskog,norrønt,1800,2020
223,Setskog,Setskog,1769,1800,2020
223,Setskog,Setskog,1801,1800,2020
223,Setskog,Setskog,til 1917,1800,2020
224,Aurskog,Aurskog,norrønt,1800,2020
224,Aurskog,Aurskog,1801,1800,2020
224,Aurskog,Aurskog,til 1855,1800,2020
224,Aurskog,Aurskog,1865,1800,2020
224,Aurskog,Aurskog,til 1917,1800,2020
225,Blaker,Blaker,norrønt,1800,2020
225,Blaker,Blaker,til 1801,1800,2020
225,Blaker,Blaker,,1800,2020
226,Sørum,Sørum,norrønt,1800,2020
226,Sørum,Sørum,1700-tallet,1800,2020
227,Fet,Fet,norrønt,1800,2020
227,Fet,Fet,til 1840,1800,2020
228,Rælingen,Rælingen,norrønt,1800,2020
228,Rælingen,Rælingen,1769,1800,2020
228,Rælingen,Rælingen,1801,1800,2020
229,Enebakk,Enebakk,norrønt,1800,2020
229,Enebakk,Enebakk,1801,1800,2020
229,Enebakk,Enebakk,til 1918,1800,2020
230,Lørenskog,Lørenskog,norrønt,1800,2020
230,Lørenskog,Lørenskog,til 1801,1800,2020
230,Lørenskog,Lørenskog,til 1917,1800,2020
231,Skedsmo,Skedsmo,norrønt,1800,2020
231,Skedsmo,Skedsmo,til 1801,1800,2020
231,Skedsmo,Skedsmo,1835,1800,2020
232,Lillestrøm,Lillestrøm,norrønt,1800,2020
232,Lillestrøm,Lillestrøm,1854,1800,2020
233,Nittedal,Nittedal,norrønt,1800,2020
233,Nittedal,Nittedal,til 1900,1800,2020
233,Nittedal,Nittedal,til 1917,1800,2020
234,Gjerdrum,Gjerdrum,norrønt,1800,2020
234,Gjerdrum,Gjerdrum,1300-tallet,1800,2020
234,Gjerdrum,Gjerdrum,til 1801,1800,2020
234,Gjerdrum,Gjerdrum,,1800,2020
235,Ullensaker,Ullensaker,norrønt,1800,2020
235,Ullensaker,Ullensaker,til 1500-tallet,1800,2020
235,Ullensaker,Ullensaker,til 1855,1800,2020
235,Ullensaker,Ullensaker,,1800,2020
236,Nes,Nes,norrønt,1800,2020
236,Nes,Nes,1801,1800,2020
236,Nes,Nes,til 1900,1800,2020
237,Eidsvoll,Eidsvoll,norrønt,1800,2020
237,Eidsvoll,Eidsvoll,inntil 1700-tallet,1800,2020
237,Eidsvoll,Eidsvoll,1801,1800,2020
237,Eidsvoll,Eidsvoll,til 1917,1800,2020
238,Nannestad,Nannestad,norrønt,1800,2020
239,Hurdal,Hurdal,norrønt,1800,2020
239,Hurdal,Hurdal,1700-tallet,1800,2020
239,Hurdal,Hurdal,til 1917,1800,2020
240,Feiring,Feiring,norrønt,1800,2020
240,Feiring,Feiring,1801,1800,2020
240,Feiring,Feiring,1875,1800,2020
240,Feiring,Feiring,"1891, 1900",1800,2020
301,Oslo,Oslo,1.1.,1800,2020
401,Hamar,Hamar,middelalderen,1800,2020
401,Hamar,Hamar,,1800,2020
402,Kongsvinger◎,Kongsvinger◎,,1800,2020
0402,Kongsvinger◎,Kongsvinger◎,,1800,2020
403,Hamar,Hamar,,1800,2020
411,Nes,Nes,norrønt,1800,2020
411,Nes,Nes,1801,1800,2020
411,Nes,Nes,til 1884,1800,2020
412,Ringsaker,Ringsaker,norrønt,1800,2020
412,Ringsaker,Ringsaker,til 1855,1800,2020
413,Furnes,Furnes,norrønt,1800,2020
413,Furnes,Furnes,til 1884,1800,2020
414,Vang,Vang,norrønt,1800,2020
414,Vang,Vang,1801,1800,2020
415,Løten,Løten,norrønt,1800,2020
415,Løten,Løten,1700-tallet,1800,2020
415,Løten,Løten,til 1801,1800,2020
415,Løten,Løten,til 1917,1800,2020
416,Romedal,Romedal,norrønt,1800,2020
416,Romedal,Romedal,1700-tallet,1800,2020
416,Romedal,Romedal,til 1840,1800,2020
417,Stange,Stange,norrønt,1800,2020
418,Nord-Odal,Nord-Odal,norrønt,1800,2020
418,Nord-Odal,Nord-Odal,til 1819,1800,2020
418,Nord-Odal,Nord-Odal,til 1917,1800,2020
419,Sør-Odal,Sør-Odal,til 1917,1800,2020
419,Utskilt fra Oudalen 1819,Utskilt fra Oudalen 1819,,1800,2020
419,Søndre Oudalen† i 1837Formannskap IV.4,Søndre Oudalen† i 1837Formannskap IV.4,,1800,2020
420,Eidskog,Eidskog,norrønt,1800,2020
420,Eidskog,Eidskog,1838,1800,2020
420,Eidskog,Eidskog,til 1917,1800,2020
421,Vinger,Vinger,norrønt,1800,2020
421,Vinger,Vinger,1801,1800,2020
421,Kongsvinger,Kongsvinger,1801,1800,2020
422,Brandval,Brandval,norrønt,1800,2020
422,Brandval,Brandval,til 1884,1800,2020
423,Grue,Grue,norrønt,1800,2020
424,Hof,Hof,1801,1800,2020
425,Aasnæs og Vaaler,Aasnæs og Vaaler,1801,1800,2020
425,Åsnes,Åsnes,norrønt,1800,2020
425,Åsnes,Åsnes,til 1884,1800,2020
425,Åsnes,Åsnes,til 1918,1800,2020
426,Våler,Våler,norrønt,1800,2020
426,Våler,Våler,1801,1800,2020
426,Våler,Våler,til 1918,1800,2020
427,Elverum,Elverum,norrønt,1800,2020
427,Elverum,Elverum,1575,1800,2020
428,Trysil,Trysil,norrønt,1800,2020
428,Trysil,Trysil,1769,1800,2020
428,Trysil,Trysil,til 1840,1800,2020
428,Trysil,Trysil,til 1903,1800,2020
429,Åmot,Åmot,norrønt,1800,2020
429,Åmot,Åmot,til 1840,1800,2020
429,Åmot,Åmot,til 1918,1800,2020
430,Stor-Elvdal,Stor-Elvdal,norrønt,1800,2020
430,Stor-Elvdal,Stor-Elvdal,1575,1800,2020
430,Stor-Elvdal,Stor-Elvdal,til 1865,1800,2020
430,Stor-Elvdal,Stor-Elvdal,1875,1800,2020
430,Stor-Elvdal,Stor-Elvdal,til 1917,1800,2020
431,Sollia,Sollia,til 1917,1800,2020
432,Rendalen*,Rendalen*,norrønt,1800,2020
432,Rendalen*,Rendalen*,1700-tallet,1800,2020
432,Rendalen*,Rendalen*,1801,1800,2020
432,Rendalen*,Rendalen*,til 1855,1800,2020
432,Ytre Rendal,Ytre Rendal,norrønt,1800,2020
432,Ytre Rendal,Ytre Rendal,til 1917,1800,2020
432,Rendalen,Rendalen,til 1917,1800,2020
433,Øvre Rendal,Øvre Rendal,norrønt,1800,2020
433,Øvre Rendal,Øvre Rendal,til 1917,1800,2020
434,Engerdal,Engerdal,norrønt,1800,2020
434,Engerdal,Engerdal,1870-1908,1800,2020
434,Engerdal,Engerdal,til 1917,1800,2020
435,Os,Os,norrønt,1800,2020
435,Os,Os,1801,1800,2020
435,Tolga-Os,Tolga-Os,1801,1800,2020
436,Tolga,Tolga,til 1917,1800,2020
0436,Tolga,Tolga,til 1917,1800,2020
437,Tynset,Tynset,norrønt,1800,2020
437,Tynset,Tynset,1700-tallet,1800,2020
437,Tynset,Tynset,til 1865,1800,2020
437,Tynset,Tynset,til 1917,1800,2020
438,Alvdal,Alvdal,norrønt,1800,2020
438,Alvdal,Alvdal,til 1865,1800,2020
438,Alvdal,Alvdal,1875,1800,2020
438,Alvdal,Alvdal,1900,1800,2020
438,Alvdal,Alvdal,til 1917,1800,2020
439,Folldal,Folldal,til 1917,1800,2020
439,Folldal,Folldal,til 1936,1800,2020
440,Kvikne,Kvikne,norrønt,1800,2020
440,Kvikne,Kvikne,1769,1800,2020
440,Kvikne,Kvikne,1801,1800,2020
440,Kvikne,Kvikne,til 1845,1800,2020
441,Os,Os,til 1845,1800,2020
501,Lillehammer,Lillehammer,norrønt,1800,2020
501,Lillehammer,Lillehammer,1769,1800,2020
502,Gjøvik,Gjøvik,norrønt,1800,2020
502,Gjøvik,Gjøvik,1432,1800,2020
511,Dovre,Dovre,norrønt,1800,2020
511,Dovre,Dovre,1769,1800,2020
512,Lesja,Lesja,norrønt,1800,2020
512,Lesja,Lesja,1769,1800,2020
512,Lesja,Lesja,til 1840,1800,2020
512,Lesja,Lesja,til 1917,1800,2020
513,Skjåk,Skjåk,norrønt,1800,2020
513,Skjåk,Skjåk,1300-tallet,1800,2020
513,Skjåk,Skjåk,til 1865,1800,2020
513,Skjåk,Skjåk,til 4.6.1909,1800,2020
513,Skjåk,Skjåk,til 1918,1800,2020
514,Lom,Lom,norrønt,1800,2020
514,Lom,Lom,til 1801,1800,2020
515,Vågå,Vågå,norrønt,1800,2020
515,Vågå,Vågå,1300-tallet,1800,2020
515,Vågå,Vågå,til 1801,1800,2020
515,Vågå,Vågå,til 1917,1800,2020
515,Vågå,Vågå,1918,1800,2020
516,Heidal,Heidal,norrønt,1800,2020
516,Heidal,Heidal,til 1917,1800,2020
0516,Nord-Fron,Nord-Fron,til 1917,1800,2020
517,Sel,Sel,norrønt,1800,2020
517,Sel,Sel,1737,1800,2020
517,Sel,Sel,1769,1800,2020
518,Fron*,Fron*,norrønt,1800,2020
518,Fron*,Fron*,til 1840,1800,2020
518,Nord-Fron,Nord-Fron,norrønt,1800,2020
518,Nord-Fron,Nord-Fron,til 8.5.1925,1800,2020
518,Fron,Fron,til 8.5.1925,1800,2020
519,Sør-Fron,Sør-Fron,norrønt,1800,2020
519,Sør-Fron,Sør-Fron,til 8.5.1925,1800,2020
0519,Sør-Fron,Sør-Fron,til 8.5.1925,1800,2020
520,Ringebu,Ringebu,norrønt,1800,2020
520,Ringebu,Ringebu,til 1801,1800,2020
